SKU,CATEGORY,SUBCATEGORY,SOURCE,STORIS_CATG,BRAND,DESCRIPTION
BT2000Q,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,EREST,QUEEN ADJ BT2000 HEAD/FOOT
BT4000K,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,EREST,E KING ADJ BT4000 WALLHUG 1-PC
H100IRQ,Adjustable Bases,Adjustable Bed Bases,code: sized ADJ group,ADJUST,EREST,QUEEN EASY REST ADJ
LUX-1050,Mattresses,Memory Foam,maker: Easy Rest Gel Lux gel memory foam,MATT,EREST,"QUEEN GEL LUX 10"" DISCO"
LUX-1250,Mattresses,Memory Foam,maker: Easy Rest Gel Lux gel memory foam,MATT,EREST,"QUEEN GEL LUX 12"" DISCO"
PC1450,Mattresses,Hybrid,description: pocketed coil bed-in-a-box,MATT,EREST,"QUEEN  DREAM 14"" POCKETED COIL"
SERVICE001,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,EREST,REPLACE MOTOR AND CONTROL BOX
SERVICE002,Services & Fees,Delivery & Installation,code: CATG NONINV service,NONINV,EREST,INSTALL MOTOR & CONTROL BOX
801.0,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,GUARD,QUEEN BAMBOO PILLOW
CKS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,CAKING SUPREME PROTECTOR
FC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,FULL COOL TOUCH PROTECTOR
FLC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,FULLXL COOL TOUCH PROTECTOR
FLS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,FULLXL SUPREME PROTECTOR
FS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,FULL SUPREME PROTECTOR
KC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,E KING COOL TOUCH PROTECTOR
KCP,Mattress Protection,Pillow Protectors,code: GROUP PILPRO,PROT,GUARD,KING COOLTOUCH PILL. PROTECTOR
KSP,Mattress Protection,Pillow Protectors,code: GROUP PILPRO,PROT,GUARD,KING SUPREME PILLOW PRO
QC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,QUEEN COOL TOUCH PROTECTOR
QCP,Mattress Protection,Pillow Protectors,code: GROUP PILPRO,PROT,GUARD,QU PILL. COOLTOUCH PROTECTOR
QSP,Mattress Protection,Pillow Protectors,code: GROUP PILPRO,PROT,GUARD,QUEEN SUPREME PILLOW PROTECTOR
SCKC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,SPLIT CK COOL TOUCH PROTECTOR
SCKS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,SPLIT CK SUPREME PROTECTER
SG-SZ-T,Mattress Protection,Encasements & Covers,description: zippered encasement / cover,PROT,GUARD,TWIN SF ZIPPER COVER PROTECTOR
TC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,TWIN COOL TOUCH PROTECTOR
TLC,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,TWINXL COOL TOUCH PROTECTOR
TLS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,TWINXL SUPREME PROTECTOR
TS,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,GUARD,TWIN SUPREME PROTECTOR
0075-3/3,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,HARVEST,"TWIN HARVEST GREEN FND 9"""
0075-36X84,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,HARVEST,"SPLIT CK HARVEST GREEN FND 9"""
0075-3X,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,HARVEST,"TWINXL HARVEST GREEN FND 9"""
0075-4/6,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,HARVEST,"FULL HARVEST GREEN FND 9"""
0075-5/0,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,HARVEST,"QUEEN HARVEST GREEN FND 9"""
0076-3/3,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,HARVEST,"TWIN LP HARVEST GREEN FND 5"""
0076-3X,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,HARVEST,"TWINXL LP HARVEST GREEN FND 5"""
0076-4/6,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,HARVEST,"FULL LP HARVEST GREEN FND 5"""
0076-5/0,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,HARVEST,"QUEEN LP HARVEST GREEN FND 5"""
1050-6/6,Bedding,Toppers & Mattress Pads,description: topper / pad,TOPBED,HARVEST,E KINGHARVEST GREEN TOPPER - SOFT
1050-6/7,Bedding,Toppers & Mattress Pads,description: topper / pad,TOPBED,HARVEST,CK HARVEST GREEN TOPPER - SOFT
1055-3/3,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,TWIN HARVESTGREEN ESSENTIALS
1055-3X,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,TWINXL HARVESTGREEN ESSENTIALS
1055-4/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,FULL HARVESTGREEN ESSENTIALS
1055-5/0,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,QUEEN HARVESTGREEN ESSENTIALS
1055-6/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,E KING HARVESTGREEN ESSENTIALS
1055-6/7,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,CAKING HARVESTGREEN ESSENTIALS
1060-3/3,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,TWIN HARVEST GREEN ORIGINAL
1060-4/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,FULL HARVEST GREEN ORIGINAL
1060-5/0,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,QUEEN HARVEST GREEN ORIGINAL
1060-6/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,E KING HARVEST GREEN ORIGINAL
1060-6/7,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,CAKING HARVEST GREEN ORIGINAL
1065-3/3,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,TWIN HARVEST GREEN P/T
1065-4/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,FULL HARVEST GREEN P/T
1065-5/0,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,QUEEN HARVEST GREEN P/T
1065-6/6,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,E KING HARVEST GREEN P/T
1065-6/7,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,CAKING HARVEST GREEN P/T
1075-5/0,Mattresses,Latex,"storefront/maker: Harvest Green organic Dunlop latex over coils, sold as Latex",MATT,HARVEST,QN HARVEST GREEN P/T (2 SIDED)
HEBS46-5475,Mattresses,Latex,storefront: Birch Natural = Latex Hybrid Mattress,MATT,HELIX,FULL BIRCH NATURAL
HEBS50-6080,Mattresses,Latex,storefront: Birch Natural = Latex Hybrid Mattress,MATT,HELIX,QUEEN BIRCH NATURAL
HEXDUC50-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN DUSK LUXE - GLACIOTEX
HEXELITEMI_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN MIDNIGHT-ELITE MEDIUM
HEXELITEMI_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING MIDNIGHT-ELITE MEDIUM
HEXELITEMI_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING MIDNIGHT-ELITE MEDIUM
HEXELITETW_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN TWILIGHT-ELITE FIRM
HEXELITETW_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING TWILIGHT-ELITE FIRM
HEXELITETW_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING TWILIGHT-ELITE FIRM
HEXMI66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGMIDNIGHT LUXE MED TC/LL
HEXMICK66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING MIDNIGHT-LUXE GT/CF
HEXMIC_FP-3975,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,TWIN MIDNIGHT-LUXE MEDIUM
HEXMIC_FP-5475,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,FULL MIDNIGHT-LUXE MEDIUM
HEXMIC_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN MIDNIGHT-LUXE MEDIUM
HEXMIC_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING MIDNIGHT-LUXE MEDIUM
HEXMIC_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING MIDNIGHT-LUXE MEDIUM
HEXMIL66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGMIDNIGHT LUXE MED TC/EA
HEXMILC-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGMIDNIGHT LUXE MED-ERGOALIGN
HEXMILC66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGLUXE GLACIOTEX/ERGO ALIGN
HEXMILC67-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CK MIDNIGHT LUXE MED-ERGOALIGN
HEXMILCK66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGMIDNIGHT-LUXE MED GT/EA/CF
HEXSMIC66-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KINGMIDNIGHT MEDIUM - GLACIOTEX
HEXSMIL-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CK MIDNIGHT MED W/ ERGOALIGN
HEXSMIL50-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QN MIDNIGHT MEDIUM - ERGOALIGN
HEXSMI_FP-3975,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,TWIN MIDNIGHT MEDIUM
HEXSMI_FP-5475,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,FULL MIDNIGHT MEDIUM
HEXSMI_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN MIDNIGHT MEDIUM
HEXSMI_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING MIDNIGHT MEDIUM
HEXSMI_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING MIDNIGHT MEDIUM
HEXSSU_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN SUNSET (NON-COOLING)
HEXSTW_FP-3975,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,TWIN TWILIGHT FIRM
HEXSTW_FP-3980,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,TWINXL TWILIGHT FIRM
HEXSTW_FP-5475,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,FULL TWILIGHT FIRM
HEXSTW_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN TWILIGHT FIRM
HEXSTW_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING TWILIGHT FIRM
HEXSTW_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING TWILIGHT FIRM
HEXTWC_FP-3975,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,TWIN TWILIGHT-LUXE FIRM
HEXTWC_FP-5475,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,FULL TWILIGHT-LUXE FIRM
HEXTWC_FP-6080,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,QUEEN TWILIGHT-LUXE FIRM
HEXTWC_FP-7284,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,CAKING TWILIGHT-LUXE FIRM
HEXTWC_FP-7680,Mattresses,Hybrid,storefront/maker: Helix Midnight/Twilight/Dusk/Sunset/Luxe/Elite hybrids,MATT,HELIX,E KING TWILIGHT-LUXE FIRM
1139-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN ENGAUGE BED FRAME
1154-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL ENGAUGE BED FRAME
1160-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN ENGAUGE BED FRAME
1172-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING ENGAUGE BED FRAME
1176-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING ENGAUGE BED FRAME
2139-1T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN WHITE emBRACE™ HD FRAME
2139-2T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN BLACK emBRACE™ HD FRAME
2139-3T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN BROWN emBRACE™ HD FRAME
2139-4T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN GRAY emBRACE™ HD FRAME
2139-5T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN RED emBRACE™ HD FRAME
2139XL-1,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL WHITE emBRACE™ HD FRAME
2139XL-2,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL BLACK emBRACE™ HD FRAME
2139XL-3,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL BROWN emBRACE™ HD FRAME
2139XL-4,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL GRAY emBRACE™ HD FRAME
2139XL-5,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL RED emBRACE™ HD FRAME
2154-1F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL WHITE emBRACE™ HD FRAME
2154-2F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL BLACK emBRACE™ HD FRAME
2154-3F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL BROWN emBRACE™ HD FRAME
2154-4F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL GRAY emBRACE™ HD FRAME
2154-5F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL RED emBRACE™ HD FRAME
2160-1Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN WHITE emBRACE™ HD FRAME
2160-2Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN BLACK emBRACE™ HD FRAME
2160-3Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN BROWN emBRACE™ HD FRAME
2160-4Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN GRAY emBRACE™ HD FRAME
2160-5Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN RED emBRACE™ HD FRAME
2172-1CK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING WHITE emBRACE™ HD FRAME
2172-2CK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING BLACK emBRACE™ HD FRAME
2172-3CK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING BROWN emBRACE™ HD FRAME
2172-4CK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING GRAY emBRACE HD FRAME
2176-1K,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING WHITE emBRACE™ HD FRAME
2176-2K,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING BLACK emBRACE™ HD FRAME
2176-3K,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING BROWN emBRACE™ HD FRAME
2176-4K,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING GRAY emBRACE™ HD FRAME
2176-5K,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING RED emBRACE™ HD FRAME
38G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,T/F METAL FRAME W/GLIDES
4139-4T,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWIN GRAY emBRACE360 HD FRAME
4139XL-4,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,TWINXL GRY emBRACE360 HD FRAME
4154-2F,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,FULL BLK emBRACE360 HD FRAME
4160-1Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN WHT emBRACE360 HD FRAME
4160-2Q,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,QUEEN BLK emBRACE360 HD FRAME
4172-2CK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CAKING BLK emBRACE360 HD FRAME
4176-1EK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING WHT emBRACE360 HD FRAME
4176-2EK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING BLK emBRACE360 HD FRAME
4176-4EK,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,E KING GRY emBRACE360 HD FRAME
4650G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,Q/FXL/TXL METAL FRAME W/GLIDES
6078G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,CK/E KINGMETAL FRAME W/GLIDES
BEDBEAM-CK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,CAKING BEDBEAM SLAT SUPPORT
BEDBEAM-EK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,E KING BEDBEAM SLAT SUPPORT
BEDBEAM-F,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,FULL BEDBEAM SLAT SUPPORT
BEDBEAM-Q,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,QUEEN BEDBEAM SLAT SUPPORT
EK-BOLT-IN-RAILS,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,"""PRODUCT #70"""
K/Q-WHEELS-KNICK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,WHEELS ONLY FOR K/Q KNICK 6-PK
KB2007-G,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,T/F/Q/K/CK 3-LEG SUPPORT FRAME
KB618,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,KNICK,T/F/Q/K/CK LOW PRO HD FRAME
LAZARBEAM-CK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,CAKING LAZARBEAM SLAT SUPPORT
LAZARBEAM-EK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,E KING LAZARBEAM SLAT SUPPORT
LAZARBEAM-F,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,FULL LAZARBEAM SLAT SUPPORT
LAZARBEAM-Q,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,QUEEN LAZARBEAM SLAT SUPPORT
SM-SC-BIFD-75F,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,KNICK,FULL JAYANNA BOX 9'' FND
T/F-WHEELS-KNICK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,WHEELS ONLY FOR T/F KNICK 4-PK
WHEEL-KNICK,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,KNICK,WHEEL FOR KNICKERBOCKER FRAME
420059,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,LEGG,QUEEN INSTAMATIC FRAME WGLIDES
420221,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,LEGG,79/60-6R T/F/Q/K/CK FRAME
420298,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,LEGG,1004/1001 T/F BRASS BED FRAME
420546,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,LEGG,QUEEN/KING W/HOOK ON HB BRKT
426207,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,LEGG,PL834G T/F RND HB BRKT
426210,Bed Frames,Frame Parts & Hardware,description: wheels / slat supports / brackets / rails,BED,LEGG,PL860G/RB C/K ONLY RND HB BRKT
434077-6974,Bed Frames,Metal Bed Frames,code: GROUP FRAMES,BED,LEGG,CK 9-LEG BED FRAME HB/FB BRKTS
571083,Bed Frames,Platform & Folding Frames,code: GROUP BEDFRA / platform bed base,BED,LEGG,E KING HOTEL BED BASE BRWN 660
571083-BLACK,Bed Frames,Platform & Folding Frames,code: GROUP BEDFRA / platform bed base,BED,LEGG,PED CKXL 7560XL BLACK BED BASE
QD0120,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,TWIN MICRO PLUSH PROTECTOR
QD0121,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,TWIN MICRO PLUSH MATTRESS PRO
QD0122,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,FULL MICRO PLUSH PROTECTOR
QD0124,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,E KING MICRO PLUSH MATTRES PRO
QD0129,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,CAKING MICRO PLUSH MATTRES PRO
QD0181,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,E KING PLATINUM MATTRESS PRO
QD0182,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,CAKING PLATINUM MATTRESS PRO
QD0270,Mattress Protection,Mattress Protectors,code: GROUP *PRO,PROT,LEGG,CAKING CLEAN SHIELD MATT PRO
MA0001UPLCKCH,Bed Frames,Platform & Folding Frames,code: GROUP BEDFRA / platform bed base,BED,MALOUF,CAKING FABRIC HIGHRISE FRAME
